"ID","P.Value","t","logFC","Gene.symbol","Gene.title","Gene.ID"
"205221_at",3.88e-18,14.4,4.43,"HGD","homogentisate 1,2-dioxygenase","3081"
"219029_at",1.37e-17,13.9,1.72,"TMEM267","transmembrane protein 267","64417"
"209469_at",1.77e-17,13.8,3.89,"GPM6A","glycoprotein M6A","2823"
"218313_s_at",2.48e-17,-13.7,-2.54,"GALNT7","polypeptide N-acetylgalactosaminyltransferase 7","51809"
"222173_s_at",3.54e-17,-13.5,-2.56,"TBC1D2","TBC1 domain family member 2","55357"
"206884_s_at",3.61e-17,-13.5,-3.81,"SCEL","sciellin","8796"
"218182_s_at",4.81e-17,-13.4,-4.05,"CLDN1","claudin 1","9076"
"202701_at",1.14e-16,-13.1,-1.51,"BMP1","bone morphogenetic protein 1","649"
"203685_at",1.27e-16,13,2.5,"BCL2","BCL2, apoptosis regulator","596"
"204623_at",1.41e-16,13,6.23,"TFF3","trefoil factor 3","7033"
"219877_at",1.69e-16,12.9,2.96,"ZMAT4","zinc finger matrin-type 4","79698"
"211599_x_at",1.81e-16,-12.9,-3.26,"MET","MET proto-oncogene, receptor tyrosine kinase","4233"
"211564_s_at",1.91e-16,-12.9,-4.47,"PDLIM4","PDZ and LIM domain 4","8572"
"213807_x_at",2.4e-16,-12.8,-2.86,"MET","MET proto-oncogene, receptor tyrosine kinase","4233"
"212850_s_at",2.55e-16,-12.8,-5.32,"LRP4","LDL receptor related protein 4","4038"
"220723_s_at",2.78e-16,12.7,2.31,"CWH43","cell wall biogenesis 43 C-terminal homolog","80157"
"202119_s_at",4.06e-16,12.6,1,"CPNE3","copine 3","8895"
"203780_at",4.51e-16,-12.6,-2.66,"MPZL2","myelin protein zero like 2","10205"
"202733_at",8.21e-16,-12.3,-1.91,"LOC101927705///P4HA2","uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2","101927705///8974"
"202286_s_at",8.36e-16,-12.3,-5.38,"TACSTD2","tumor-associated calcium signal transducer 2","4070"
"218826_at",8.52e-16,-12.3,-1.73,"SLC35F2","solute carrier family 35 member F2","54733"
"221185_s_at",1.02e-15,12.3,1.63,"IQCG","IQ motif containing G","84223"
"208025_s_at",1.05e-15,-12.3,-5.02,"HMGA2","high mobility group AT-hook 2","8091"
"218309_at",1.1e-15,-12.2,-3.25,"CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1","55450"
"203779_s_at",1.12e-15,-12.2,-1.94,"MPZL2","myelin protein zero like 2","10205"
"205051_s_at",1.61e-15,12.1,4.74,"KIT","KIT proto-oncogene receptor tyrosine kinase","3815"
"218368_s_at",2.07e-15,-12,-3.19,"TNFRSF12A","TNF receptor superfamily member 12A","51330"
"218653_at",2.29e-15,12,3.37,"SLC25A15","solute carrier family 25 member 15","10166"
"204124_at",2.29e-15,-12,-4.81,"SLC34A2","solute carrier family 34 member 2","10568"
"203058_s_at",2.46e-15,11.9,3.29,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","9060"
"208161_s_at",2.58e-15,-11.9,-2.95,"ABCC3","ATP binding cassette subfamily C member 3","8714"
"214175_x_at",3.26e-15,-11.8,-3.28,"PDLIM4","PDZ and LIM domain 4","8572"
"205357_s_at",3.43e-15,11.8,3.39,"AGTR1","angiotensin II receptor type 1","185"
"209515_s_at",4.04e-15,-11.8,-2.27,"RAB27A","RAB27A, member RAS oncogene family","5873"
"203908_at",4.3e-15,11.8,4.88,"SLC4A4","solute carrier family 4 member 4","8671"
"217127_at",4.34e-15,11.7,2.34,"CTH","cystathionine gamma-lyase","1491"
"209514_s_at",4.71e-15,-11.7,-2.39,"RAB27A","RAB27A, member RAS oncogene family","5873"
"203222_s_at",4.78e-15,11.7,1.97,"TLE1","transducin like enhancer of split 1","7088"
"205481_at",5.67e-15,-11.7,-3.16,"ADORA1","adenosine A1 receptor","134"
"204917_s_at",5.69e-15,11.7,1.83,"MLLT3","MLLT3, super elongation complex subunit","4300"
"205498_at",5.94e-15,11.6,2.78,"GHR","growth hormone receptor","2690"
"220204_s_at",6.19e-15,11.6,3.25,"BMP8A","bone morphogenetic protein 8a","353500"
"218573_at",7.46e-15,11.6,0.963,"MAGEH1","MAGE family member H1","28986"
"219059_s_at",7.68e-15,11.5,3.25,"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1","10894"
"213188_s_at",8.12e-15,11.5,1.65,"MINA","MYC induced nuclear antigen","84864"
"202180_s_at",1e-14,-11.5,-1.78,"MVP","major vault protein","9961"
"203221_at",1.12e-14,11.4,1.76,"TLE1","transducin like enhancer of split 1","7088"
"205174_s_at",1.41e-14,-11.3,-3.67,"QPCT","glutaminyl-peptide cyclotransferase","25797"
"204503_at",1.59e-14,-11.3,-1.62,"EVPL","envoplakin","2125"
"201666_at",1.59e-14,-11.3,-2.29,"TIMP1","TIMP metallopeptidase inhibitor 1","7076"
"202826_at",1.85e-14,-11.2,-2.19,"SPINT1","serine peptidase inhibitor, Kunitz type 1","6692"
"207691_x_at",1.9e-14,-11.2,-3.12,"ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1","953"
"204105_s_at",2.17e-14,-11.2,-2.58,"NRCAM","neuronal cell adhesion molecule","4897"
"206806_at",2.29e-14,11.2,2.96,"DGKI","diacylglycerol kinase iota","9162"
"208949_s_at",2.44e-14,-11.1,-2.13,"LGALS3","lectin, galactoside binding soluble 3","3958"
"205640_at",2.74e-14,-11.1,-1.81,"ALDH3B1","aldehyde dehydrogenase 3 family member B1","221"
"222056_s_at",2.94e-14,11.1,1.63,"FAHD2A","fumarylacetoacetate hydrolase domain containing 2A","51011"
"203060_s_at",2.98e-14,11.1,3.77,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","9060"
"205876_at",3.01e-14,11.1,1.87,"LIFR","leukemia inhibitory factor receptor alpha","3977"
"212803_at",3.04e-14,-11.1,-2.26,"NAB2","NGFI-A binding protein 2","4665"
"203349_s_at",3.97e-14,-11,-2.06,"ETV5","ETS variant 5","2119"
"204513_s_at",4.2e-14,11,2.93,"ELMO1","engulfment and cell motility 1","9844"
"201368_at",4.2e-14,11,1.33,"ZFP36L2","ZFP36 ring finger protein like 2","678"
"208540_x_at",4.21e-14,-11,-1.54,"","",""
"213308_at",4.34e-14,11,2.65,"SHANK2","SH3 and multiple ankyrin repeat domains 2","22941"
"206209_s_at",4.71e-14,10.9,4.29,"CA4","carbonic anhydrase 4","762"
"217546_at",4.75e-14,10.9,3.97,"MT1M","metallothionein 1M","4499"
"202071_at",5.09e-14,-10.9,-2.27,"SDC4","syndecan 4","6385"
"210951_x_at",5.62e-14,-10.9,-2.23,"RAB27A","RAB27A, member RAS oncogene family","5873"
"207981_s_at",5.62e-14,10.9,2.22,"ESRRG","estrogen related receptor gamma","2104"
"218071_s_at",6.19e-14,10.8,0.754,"MKRN2","makorin ring finger protein 2","23609"
"221636_s_at",6.41e-14,10.8,1.54,"Mar-02","mitochondrial amidoxime reducing component 2","54996"
"207808_s_at",7.73e-14,-10.8,-2.62,"PROS1","protein S (alpha)","5627"
"206542_s_at",7.82e-14,10.8,1.02,"SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","6595"
"203355_s_at",8.92e-14,-10.7,-3.5,"PSD3","pleckstrin and Sec7 domain containing 3","23362"
"206208_at",1.36e-13,10.6,3.64,"CA4","carbonic anhydrase 4","762"
"216944_s_at",1.39e-13,10.6,2.85,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1","3708"
"221447_s_at",1.44e-13,10.5,3.01,"GLT8D2","glycosyltransferase 8 domain containing 2","83468"
"215692_s_at",1.58e-13,10.5,2.1,"MPPED2","metallophosphoesterase domain containing 2","744"
"206214_at",1.67e-13,10.5,2.2,"PLA2G7","phospholipase A2 group VII","7941"
"203287_at",1.68e-13,-10.5,-1.64,"LAD1","ladinin 1","3898"
"209447_at",1.69e-13,10.5,1.98,"SYNE1","spectrin repeat containing nuclear envelope protein 1","23345"
"210038_at",1.7e-13,10.5,1.87,"PRKCQ","protein kinase C theta","5588"
"204918_s_at",1.95e-13,10.4,1.73,"MLLT3","MLLT3, super elongation complex subunit","4300"
"209360_s_at",2.02e-13,-10.4,-2.49,"LOC101928269///LOC100506403///RUNX1","uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1","101928269///100506403///861"
"218613_at",2.1e-13,-10.4,-3.01,"PSD3","pleckstrin and Sec7 domain containing 3","23362"
"210473_s_at",2.19e-13,10.4,2.65,"ADGRA3","adhesion G protein-coupled receptor A3","166647"
"217165_x_at",2.79e-13,10.3,2.81,"MT1F","metallothionein 1F","4494"
"209612_s_at",3.09e-13,10.3,4.09,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","125"
"215380_s_at",3.97e-13,-10.2,-1.99,"GGCT","gamma-glutamylcyclotransferase","79017"
"212731_at",4.08e-13,10.2,1.97,"ANKRD46","ankyrin repeat domain 46","157567"
"205612_at",4.88e-13,10.1,2.54,"MMRN1","multimerin 1","22915"
"203980_at",5.24e-13,10.1,4.72,"FABP4","fatty acid binding protein 4","2167"
"209803_s_at",5.3e-13,-10.1,-2.61,"PHLDA2","pleckstrin homology like domain family A member 2","7262"
"220486_x_at",5.61e-13,10.1,1.41,"LOC101928589///TMEM164","uncharacterized LOC101928589///transmembrane protein 164","101928589///84187"
"219778_at",5.98e-13,10.1,3.14,"ZFPM2","zinc finger protein, FOG family member 2","23414"
"206498_at",6.32e-13,10.1,1.9,"OCA2","OCA2 melanosomal transmembrane protein","4948"
"204328_at",6.4e-13,-10.1,-2.2,"TMC6","transmembrane channel like 6","11322"
"219317_at",6.43e-13,10.1,1.85,"POLI","DNA polymerase iota","11201"
"201749_at",6.46e-13,-10.1,-1.55,"ECE1","endothelin converting enzyme 1","1889"
"202677_at",7.15e-13,-10,-1.1,"RASA1","RAS p21 protein activator 1","5921"
"212024_x_at",7.39e-13,-10,-0.709,"FLII","FLII, actin remodeling protein","2314"
"203960_s_at",8.28e-13,9.97,1.48,"HSPB11","heat shock protein family B (small) member 11","51668"
"206517_at",8.52e-13,9.96,3.4,"CDH16","cadherin 16","1014"
"220974_x_at",8.76e-13,-9.95,-1.09,"SFXN3","sideroflexin 3","81855"
"218844_at",9.35e-13,9.93,1.46,"ACSF2","acyl-CoA synthetase family member 2","80221"
"209555_s_at",9.46e-13,9.93,2.7,"CD36","CD36 molecule","948"
"205954_at",1.01e-12,-9.91,-4.13,"RXRG","retinoid X receptor gamma","6258"
"204633_s_at",1.07e-12,9.88,2.21,"RPS6KA5","ribosomal protein S6 kinase A5","9252"
"37408_at",1.14e-12,-9.87,-2.4,"MRC2","mannose receptor C type 2","9902"
"201012_at",1.2e-12,-9.85,-1.46,"ANXA1","annexin A1","301"
"219049_at",1.23e-12,9.84,2.72,"CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","55790"
"204606_at",1.26e-12,9.83,4.08,"CCL21","C-C motif chemokine ligand 21","6366"
"219195_at",1.33e-12,9.82,2.49,"PPARGC1A","PPARG coactivator 1 alpha","10891"
"203234_at",1.38e-12,-9.8,-1.98,"UPP1","uridine phosphorylase 1","7378"
"218549_s_at",1.5e-12,9.78,1.41,"RMDN1","regulator of microtubule dynamics 1","51115"
"204745_x_at",1.51e-12,9.77,2.4,"MT1G","metallothionein 1G","4495"
"219628_at",1.65e-12,-9.74,-2.27,"ZMAT3","zinc finger matrin-type 3","64393"
"213100_at",1.7e-12,-9.73,-1.68,"UNC5B","unc-5 netrin receptor B","219699"
"202350_s_at",1.85e-12,9.71,3.86,"LOC100506558///MATN2","uncharacterized LOC100506558///matrilin 2","100506558///4147"
"217226_s_at",1.89e-12,-9.7,-1.2,"SFXN3","sideroflexin 3","81855"
"213679_at",1.98e-12,9.69,2.09,"TTC30A","tetratricopeptide repeat domain 30A","92104"
"208848_at",2.09e-12,9.67,1.3,"ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","128"
"213189_at",2.09e-12,9.67,1.81,"MINA","MYC induced nuclear antigen","84864"
"204985_s_at",2.13e-12,9.66,1.85,"TRAPPC6A","trafficking protein particle complex 6A","79090"
"222294_s_at",2.14e-12,-9.66,-1.86,"RAB27A","RAB27A, member RAS oncogene family","5873"
"220203_at",2.15e-12,9.66,2.81,"BMP8A","bone morphogenetic protein 8a","353500"
"208022_s_at",2.16e-12,9.66,1.28,"CDC14B","cell division cycle 14B","8555"
"220724_at",2.18e-12,9.66,2.1,"CWH43","cell wall biogenesis 43 C-terminal homolog","80157"
"202709_at",2.21e-12,9.65,2.14,"FMOD","fibromodulin","2331"
"203640_at",2.23e-12,9.65,0.9,"MBNL2","muscleblind like splicing regulator 2","10150"
"209273_s_at",2.24e-12,9.65,0.804,"ISCA1","iron-sulfur cluster assembly 1","81689"
"213234_at",2.24e-12,9.65,1.15,"FAM234B","family with sequence similarity 234 member B","57613"
"208758_at",2.3e-12,-9.64,-1.11,"ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","471"
"212110_at",2.52e-12,9.61,1.73,"SLC39A14","solute carrier family 39 member 14","23516"
"219077_s_at",2.66e-12,9.59,1.8,"WWOX","WW domain containing oxidoreductase","51741"
"211596_s_at",2.86e-12,9.57,1.96,"LRIG1","leucine rich repeats and immunoglobulin like domains 1","26018"
"205083_at",2.94e-12,9.56,2.35,"AOX1","aldehyde oxidase 1","316"
"201588_at",2.98e-12,9.55,0.989,"TXNL1","thioredoxin like 1","9352"
"204061_at",2.99e-12,9.55,2.41,"PRKX","protein kinase, X-linked","5613"
"218901_at",3.01e-12,9.55,2.13,"PLSCR4","phospholipid scramblase 4","57088"
"209655_s_at",3.02e-12,9.55,2.29,"TMEM47","transmembrane protein 47","83604"
"207144_s_at",3.05e-12,-9.55,-5.49,"CITED1","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1","4435"
"217728_at",3.06e-12,-9.55,-0.951,"S100A6","S100 calcium binding protein A6","6277"
"204772_s_at",3.16e-12,9.54,0.788,"TTF1","transcription termination factor 1","7270"
"209474_s_at",3.53e-12,-9.5,-2.88,"ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1","953"
"214308_s_at",3.57e-12,9.5,2.44,"HGD","homogentisate 1,2-dioxygenase","3081"
"204933_s_at",3.63e-12,9.49,3.87,"TNFRSF11B","TNF receptor superfamily member 11b","4982"
"213629_x_at",3.94e-12,9.47,3.13,"MT1F","metallothionein 1F","4494"
"209035_at",4.05e-12,-9.46,-2.85,"MDK","midkine (neurite growth-promoting factor 2)","4192"
"205171_at",4.11e-12,9.45,1.49,"PTPN4","protein tyrosine phosphatase, non-receptor type 4","5775"
"201474_s_at",4.19e-12,-9.45,-1.8,"ITGA3","integrin subunit alpha 3","3675"
"214745_at",4.27e-12,9.44,1.93,"PLCH1","phospholipase C eta 1","23007"
"200941_at",4.88e-12,9.4,1.35,"HSBP1","heat shock factor binding protein 1","3281"
"209814_at",4.99e-12,9.39,1.16,"ZNF330","zinc finger protein 330","27309"
"209613_s_at",5.57e-12,9.35,4.11,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","125"
"210039_s_at",5.59e-12,9.35,1.89,"PRKCQ","protein kinase C theta","5588"
"219527_at",5.74e-12,9.35,1.99,"Mar-02","mitochondrial amidoxime reducing component 2","54996"
"203386_at",6.3e-12,9.32,1.91,"TBC1D4","TBC1 domain family member 4","9882"
"211323_s_at",6.45e-12,9.31,3.37,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1","3708"
"209116_x_at",6.76e-12,9.29,3.25,"HBB","hemoglobin subunit beta","3043"
"211276_at",6.98e-12,9.28,3.81,"TCEAL2","transcription elongation factor A like 2","140597"
"218005_at",7.25e-12,9.27,1.35,"ZNF22","zinc finger protein 22","7570"
"205923_at",7.65e-12,9.25,2.08,"RELN","reelin","5649"
"208712_at",7.66e-12,-9.25,-1.73,"CCND1","cyclin D1","595"
"213839_at",7.98e-12,9.24,1.77,"CLMN","calmin","79789"
"204493_at",8.15e-12,-9.23,-1.96,"BID","BH3 interacting domain death agonist","637"
"204288_s_at",8.28e-12,9.23,3.08,"SORBS2","sorbin and SH3 domain containing 2","8470"
"220108_at",9.02e-12,9.2,2.61,"GNA14","G protein subunit alpha 14","9630"
"206457_s_at",9.45e-12,9.19,5.62,"DIO1","deiodinase, iodothyronine type I","1733"
"217232_x_at",9.64e-12,9.18,3.04,"HBB","hemoglobin subunit beta","3043"
"202295_s_at",9.92e-12,-9.17,-2.02,"CTSH","cathepsin H","1512"
"212675_s_at",1e-11,9.17,1.28,"CEP68","centrosomal protein 68","23177"
"209586_s_at",1.06e-11,9.15,1.34,"PRUNE1","prune exopolyphosphatase","58497"
"221452_s_at",1.06e-11,9.15,1.03,"TMEM14B","transmembrane protein 14B","81853"
"212895_s_at",1.09e-11,-9.14,-1.26,"ABR","active BCR-related","29"
"213129_s_at",1.12e-11,9.13,1.83,"LOC101060817///GCSH","glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H","101060817///2653"
"204686_at",1.19e-11,9.11,2.37,"IRS1","insulin receptor substrate 1","3667"
"208891_at",1.23e-11,-9.1,-2.17,"DUSP6","dual specificity phosphatase 6","1848"
"206461_x_at",1.25e-11,9.1,1.93,"MT1H","metallothionein 1H","4496"
"211696_x_at",1.28e-11,9.09,2.75,"HBB","hemoglobin subunit beta","3043"
"218504_at",1.31e-11,9.08,2.1,"FAHD2A","fumarylacetoacetate hydrolase domain containing 2A","51011"
"219093_at",1.35e-11,9.07,2.54,"PID1","phosphotyrosine interaction domain containing 1","55022"
"203854_at",1.41e-11,-9.06,-2.38,"CFI","complement factor I","3426"
"203387_s_at",1.47e-11,9.05,2.11,"TBC1D4","TBC1 domain family member 4","9882"
"219127_at",1.57e-11,9.03,2.63,"PRR15L","proline rich 15 like","79170"
"208847_s_at",1.74e-11,9,0.824,"ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","128"
"202554_s_at",1.75e-11,8.99,2.18,"GSTM3","glutathione S-transferase mu 3","2947"
"209295_at",1.76e-11,-8.99,-1.4,"TNFRSF10B","TNF receptor superfamily member 10b","8795"
"203961_at",1.9e-11,8.97,1.66,"NEBL","nebulette","10529"
"205485_at",1.92e-11,-8.96,-3.04,"RYR1","ryanodine receptor 1","6261"
"214268_s_at",1.93e-11,8.96,1.67,"MTMR4","myotubularin related protein 4","9110"
"202908_at",1.99e-11,8.95,2,"WFS1","wolframin ER transmembrane glycoprotein","7466"
"213103_at",2.02e-11,8.95,2.34,"STARD13","StAR related lipid transfer domain containing 13","90627"
"41037_at",2.04e-11,8.94,1.55,"TEAD4","TEA domain transcription factor 4","7004"
"219961_s_at",2.05e-11,8.94,1.96,"KIZ","kizuna centrosomal protein","55857"
"209220_at",2.07e-11,8.94,1.59,"GPC3","glypican 3","2719"
"217975_at",2.07e-11,8.94,0.976,"TCEAL9","transcription elongation factor A like 9","51186"
"203700_s_at",2.07e-11,8.94,2.31,"DIO2","deiodinase, iodothyronine, type II","1734"
"210524_x_at",2.18e-11,8.92,2.64,"","",""
"204401_at",2.36e-11,-8.9,-2.89,"KCNN4","potassium calcium-activated channel subfamily N member 4","3783"
"220603_s_at",2.4e-11,-8.89,-1.67,"MCTP2","multiple C2 and transmembrane domain containing 2","55784"
"206043_s_at",2.45e-11,8.89,1.37,"ATP2C2","ATPase secretory pathway Ca2+ transporting 2","9914"
"202308_at",2.45e-11,-8.89,-1.2,"SREBF1","sterol regulatory element binding transcription factor 1","6720"
"220751_s_at",2.54e-11,8.88,1.48,"FAXDC2","fatty acid hydroxylase domain containing 2","10826"
"204796_at",2.67e-11,8.86,1.53,"EML1","echinoderm microtubule associated protein like 1","2009"
"202550_s_at",2.67e-11,8.86,0.678,"VAPB","VAMP associated protein B and C","9217"
"204600_at",2.76e-11,-8.85,-1.09,"EPHB3","EPH receptor B3","2049"
"204274_at",2.77e-11,8.85,1.05,"EBAG9","estrogen receptor binding site associated, antigen, 9","9166"
"203911_at",2.8e-11,8.85,2.73,"RAP1GAP","RAP1 GTPase activating protein","5909"
"201346_at",2.83e-11,8.84,1.32,"ADIPOR2","adiponectin receptor 2","79602"
"222065_s_at",2.83e-11,-8.84,-0.831,"FLII","FLII, actin remodeling protein","2314"
"209473_at",2.96e-11,-8.83,-2.2,"ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1","953"
"212277_at",2.97e-11,8.83,1.3,"MTMR4","myotubularin related protein 4","9110"
"221016_s_at",3.06e-11,8.82,2.15,"TCF7L1","transcription factor 7 like 1","83439"
"209280_at",3.3e-11,-8.79,-1.36,"MRC2","mannose receptor C type 2","9902"
"221577_x_at",3.3e-11,-8.79,-4.48,"GDF15","growth differentiation factor 15","9518"
"200951_s_at",3.44e-11,-8.78,-2.01,"CCND2","cyclin D2","894"
"204932_at",3.64e-11,8.76,2.52,"TNFRSF11B","TNF receptor superfamily member 11b","4982"
"201650_at",3.7e-11,-8.76,-4.05,"KRT19","keratin 19","3880"
"212843_at",3.94e-11,8.74,3.33,"NCAM1","neural cell adhesion molecule 1","4684"
"204042_at",3.95e-11,8.74,2.33,"WASF3","WAS protein family member 3","10810"
"221556_at",4.17e-11,8.72,1.91,"CDC14B","cell division cycle 14B","8555"
"203766_s_at",4.49e-11,8.7,3.28,"LMOD1","leiomodin 1","25802"
"212310_at",4.53e-11,8.7,1.71,"MIA3","MIA family member 3, ER export factor","375056"
"209792_s_at",4.77e-11,-8.68,-4.26,"KLK10","kallikrein related peptidase 10","5655"
"200661_at",4.88e-11,-8.67,-1.28,"CTSA","cathepsin A","5476"
"204519_s_at",5.07e-11,8.66,1.26,"PLLP","plasmolipin","51090"
"208893_s_at",5.27e-11,-8.65,-2.86,"DUSP6","dual specificity phosphatase 6","1848"
"214598_at",5.41e-11,8.64,2.64,"CLDN8","claudin 8","9073"
"218960_at",5.66e-11,-8.63,-3.28,"TMPRSS4","transmembrane protease, serine 4","56649"
"218633_x_at",6.02e-11,8.61,0.835,"ABHD10","abhydrolase domain containing 10","55347"
"218858_at",6.1e-11,8.6,2.5,"DEPTOR","DEP domain containing MTOR-interacting protein","64798"
"205407_at",6.13e-11,8.6,1.39,"RECK","reversion inducing cysteine rich protein with kazal motifs","8434"
"213541_s_at",6.62e-11,8.58,1.33,"ERG","ERG, ETS transcription factor","2078"
"204482_at",7.13e-11,8.56,1.81,"CLDN5","claudin 5","7122"
"211630_s_at",7.15e-11,-8.55,-0.766,"GSS","glutathione synthetase","2937"
"209737_at",7.2e-11,8.55,2.11,"MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2","9863"
"208581_x_at",7.41e-11,8.54,1.76,"MT1X","metallothionein 1X","4501"
"204015_s_at",7.45e-11,-8.54,-2.47,"DUSP4","dual specificity phosphatase 4","1846"
"213970_at",7.5e-11,8.54,1.4,"RABL3","RAB, member of RAS oncogene family like 3","285282"
"207977_s_at",7.52e-11,8.54,3.46,"DPT","dermatopontin","1805"
"221522_at",7.54e-11,8.54,0.981,"ANKRD27","ankyrin repeat domain 27","84079"
"205080_at",7.67e-11,8.53,1.2,"RARB","retinoic acid receptor beta","5915"
"205350_at",7.68e-11,8.53,4.79,"CRABP1","cellular retinoic acid binding protein 1","1381"
"213071_at",7.74e-11,8.53,3.83,"DPT","dermatopontin","1805"
"209357_at",7.75e-11,8.53,1.84,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","10370"
"209440_at",8.46e-11,8.5,1.3,"PRPS1","phosphoribosyl pyrophosphate synthetase 1","5631"
"208158_s_at",8.47e-11,8.5,1.3,"OSBPL1A","oxysterol binding protein like 1A","114876"
"204417_at",8.9e-11,8.49,1.03,"GALC","galactosylceramidase","2581"
"200660_at",8.95e-11,-8.48,-1.5,"S100A11","S100 calcium binding protein A11","6282"
"201197_at",9.07e-11,8.48,1.02,"AMD1","adenosylmethionine decarboxylase 1","262"
"206488_s_at",9.17e-11,8.48,3.31,"CD36","CD36 molecule","948"
"213133_s_at",9.59e-11,8.46,1.62,"LOC101060817///GCSH","glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H","101060817///2653"
"210817_s_at",9.63e-11,8.46,0.884,"CALCOCO2","calcium binding and coiled-coil domain 2","10241"
"202458_at",9.7e-11,-8.46,-2.11,"PRSS23","protease, serine 23","11098"
"202609_at",9.86e-11,-8.45,-1.55,"EPS8","epidermal growth factor receptor pathway substrate 8","2059"
"202599_s_at",1.02e-10,-8.44,-1.37,"NRIP1","nuclear receptor interacting protein 1","8204"
"209395_at",1.03e-10,-8.44,-5.35,"CHI3L1","chitinase 3 like 1","1116"
"203710_at",1.06e-10,8.43,3.02,"ITPR1","inositol 1,4,5-trisphosphate receptor type 1","3708"
"215485_s_at",1.07e-10,-8.43,-1.37,"ICAM1","intercellular adhesion molecule 1","3383"
"204872_at",1.08e-10,8.43,2.29,"TLE4","transducin like enhancer of split 4","7091"
"209242_at",1.08e-10,8.43,2.26,"PEG3","paternally expressed 3","5178"
"212611_at",1.09e-10,-8.43,-2.92,"DTX4","deltex E3 ubiquitin ligase 4","23220"
"208892_s_at",1.09e-10,-8.42,-2.16,"DUSP6","dual specificity phosphatase 6","1848"
"205554_s_at",1.1e-10,8.42,1.98,"DNASE1L3","deoxyribonuclease 1 like 3","1776"
"212603_at",1.2e-10,8.39,1.15,"MRPS31","mitochondrial ribosomal protein S31","10240"
"201169_s_at",1.2e-10,-8.39,-2.67,"BHLHE40","basic helix-loop-helix family member e40","8553"
"204278_s_at",1.21e-10,8.39,1.34,"EBAG9","estrogen receptor binding site associated, antigen, 9","9166"
"206702_at",1.26e-10,8.38,1.35,"TEK","TEK receptor tyrosine kinase","7010"
